category,question,optionA,optionB,optionC,optionD,correct,image,explanation
RNAV,Which of the following list use the VHF band:<br>1) locator.<br>2) localiser.<br>3) outer marker.<br>4) glide path.<br>The combination that regroups all the corrects statements is:,"2, 3","1, 3","1, 2, 3, 4","2, 4",1,,
RNAV,"According to ICAO 8168, what is regarded as the maximum safe deviation below the glide path during ILS approach?",One quarter scale deflection.,Three quarter scale deflection.,Full scale deflection.,Half scale deflection.,4,,
RNAV,The ILS marker identified audibly by a series of alternate dots and dashes is the:,middle marker.,inner marker.,locator.,outer marker.,1,,
RNAV,An ILS marker beacon operates in the:,UHF band.,LF/MF band.,HF band.,VHF band.,4,,
RNAV,The ILS marker with an aural frequency of 400 Hz is:,locator.,inner marker.,outer marker.,middle marker.,3,,
RNAV,A VOR is situated at the far end of a runway on which an aircraft is making an ILS approach. Nav 1 is switched to the localiser frequency and Nav 2 to the VOR frequency. At the moment that the needle of # 1 indicator reaches the outer dot the deflection of the needle of # 2 indicator will be at:,approximately three quarters of the scale.,approximately a quarter of the scale.,the outer dot.,approximately halfway the scale.,2,,
RNAV,The principle of operation of an ILS localiser transmitter is based on two overlapping lobes that are transmitted on ___ frequencies and carry different ___.,"different; phases","the same; phases","the same; modulation frequencies","different; modulation frequencies",3,,
RNAV,An aircraft carrying out a 3° glide path ILS approach experiences a reduction in ground speed from 150 kts at the outer marker to 120 kts over the threshold. The effect of this change in ground speed on the aircraftâ€™s rate of descent will be a decrease of approximately:,50 ft/min.,250 ft/min.,150 ft/min.,100 ft/min.,3,,
RNAV,"On an ILS approach, when flying overhead the inner marker (if available) the color of the flashing light will be:",green.,blue.,amber.,white.,4,,
RNAV,The middle marker of an Instrument Landing System (ILS) facility is identified audibly and visually by a series of:,dashes and an amber light flashing.,dots and a white light flashing.,two dashes per second and a blue light flashing.,alternate dots and dashes and an amber light flashing.,4,,
RNAV,The audio frequency modulation of the outer marker shall be keyed as follows:,6 dots per second continuously.,a continuous series of alternate dots and dashes.,2 dashes per second continuously.,"3 dashes, 3 dots and 3 dashes per second continuously.",3,,
RNAV,The ILS receiver of an aircraft on approach and flying on the right of the exact runway centreline will receive:,the modulation from both lobes at equal amplitude.,more of the 150 Hz localiser signal than the 90 Hz localiser signal.,a modulated signal and will shift the localiser needle to the right according to the magnitude of the difference between the two amplitudes.,the left lobe modulation only.,2,,
RNAV,An ILS receiver:,measures the phase difference between the two transmitted signals.,measures the difference in depth of modulation of the two transmitted signals.,measures the phase rotation of the two transmitted signals.,compares the difference in frequency of the two transmitted signals.,2,,
RNAV,The outer marker of an Instrument Landing System (ILS) facility transmits on a frequency of:,200 MHz and is modulated by alternate dot/dash in morse.,75 MHz and is modulated by alternate dot/dash in morse.,300 MHz and is modulated by morse at two dashes per second.,75 MHz and is modulated by morse at two dashes per second.,4,,
RNAV,The type of modulation used for the ILS frequency carrier is:,frequency modulation.,amplitude modulation.,dual modulation.,phase modulation.,2,,
RNAV,Middle marker beacons of an ILS transmit at:,300 Hz.,90 MHz.,150 MHz.,75 MHz.,4,,
RNAV,The ILS marker identified audibly by a series of two dashes per second is the:,middle marker.,locator.,inner marker.,outer marker.,4,,
RNAV,The ILS marker with an aural frequency of 1 300 Hz is the:,locator.,outer marker.,middle marker.,inner marker.,3,,
RNAV,The localiser transmitters operate in a frequency band between:,111.975 MHz and 117.975 MHz.,108 MHz and 111.975 MHz.,329.15 MHz and 335 MHz.,108 MHz and 117.975 MHz.,2,,
RNAV,Which of the following alternatives is correct regarding audio and visual signals in cockpit when passing overhead a middle marker?,"Audio - 1 300 Hz, alternating dots and dashes; Visual -amber light flashes.","Audio - 400 Hz, 2 dashes per second; Visual - blue light flashes.","Audio - 3 000 Hz, alternating dots and dashes; Visual - amber light flashes.","Audio - 75 MHz, 2 dashes per second; Visual - blue light flashes.",1,,
RNAV,The ILS middle marker modulation frequency is:,1 300 Hz.,800 Hz.,3 000 Hz.,400 Hz.,1,,
RNAV,Which marker has a higher audio tone?,Outer marker.,Locator.,Inner marker.,Middle marker.,3,,
RNAV,"Concerning the localiser principle of operation in an ILS system, the difference in depth of modulation (DDM):",increases linearly with respect to the distance from the centre line.,decreases with respect to the angular displacement from the centerline.,increases linearly with respect to the angular displacement from the centerline.,decreases proportionally to the angular displacement from the centerline.,3,,
RNAV,The reason why pre-take-off holding areas are sometimes further from the active runway when ILS Category II and III landing procedures are in progress than during good weather operations is:,to increase aircraft separation in very reduced visibility conditions.,heavy precipitation may disturb guidance signals.,aircraft manouvering near the runway may disturb guidance signals.,to increase distance from the runway during offset approach operations.,3,,
RNAV,What is the function of a FM-immune filter?,To make both the ILS-localizer- and glide path receiver less susceptible to interference from commercial FM-stations (radio and television).,To make the ILS-localizer receiver less susceptible to interference from commercial FM-stations (radio and television).,To make the ILS localizer receiver less susceptible to interference from earthreflected localizer-signals.,To make both the ILS-localizer- and glide path receiver less susceptible to interference from earth-reflected localizer-signals.,2,,
RNAV,"Concerning the glidepath principle of operation in an ILS system, the needle of the indicator is centred when the difference in depth of modulation (DDM) is:",less than 90 Hz.,null.,150 Hz or 90 Hz.,maximum.,2,,
RNAV,"On an ILS approach, when flying overhead the middle marker the color of the flashing light will be:",amber.,blue.,green.,white.,1,,
RNAV,The ILS marker identified visually by an amber flashing light is the:,locator.,outer marker.,inner marker.,middle marker.,4,,
RNAV,The ILS outer marker modulation frequency is:,1 500 Hz.,400 Hz.,1 300 Hz.,3 000 Hz.,2,,
RNAV,The addition of DME-P to MLS is necessary to:,assure a constant angular velocity of the azimuth and elevation sweep.,obtain three dimensional positions.,support the time referenced scanning beam.,allow linear approaches.,2,,
RNAV,Which one of the following correctly lists the major ground based components of a Microwave Landing System (MLS)?,"Combined azimuth and elevation transmitter, DME facility.","Separate azimuth and elevation transmitters, DME facility.","Combined azimuth and elevation transmitter, outer and inner marker beacons.","Separate azimuth and elevation transmitters, outer and middle marker beacons.",2,,
RNAV,The azimuth transmitter of a Microwave Landing System (MLS) provides a fan-shaped horizontal approach zone which is usually:,Â±40° of the runway centre-line.,Â±60° of the runway centre-line.,Â±50° of the runway centre-line.,Â±30° of the runway centre-line.,1,,
RNAV,"MLS installations notified for operation, unless otherwise stated, provide azimuth coverage of:",Â±20° about the nominal courseline out to a range of 10 NM.,Â±40° about the nominal courseline out to a range of 20 NM.,Â±20° about the nominal courseline out to a range of 20 NM.,Â±40° about the nominal courseline out to a range of 30 NM.,2,,
RNAV,Which of the following statements about the MLS is true?,It operates on one of 40 channels in the band 329.15 to 335 MHz (UHF).,It operates in the VHF band and the frequency allocation is between 108.1 to 111.95 MHz.,It operates on one of 126 channels within an allocated frequency spread of 960 to 1 215 MHz (UHF).,It operates on one of 200 channels in the band 5.03 GHz to 5.09 GHz (SHF).,4,,
RNAV,MLS can minimise multipath errors because:,the frequency of MLS is much higher than the frequency of ILS.,the transmission reverts to circular polarization when the beam is reflected by stationary objects.,the transmission can be interrupted to avoid reflection by stationary objects.,MLS has a larger beam width than ILS.,3,,
