category,question,optionA,optionB,optionC,optionD,correct,image,explanation
OPS,"According to the AIR OPS requirement, the route of a twinengined aircraft, non ETOPS, with a maximum certificated Take-off Mass exceeding 45 360 kg or a maximum seating configuration of 20 passengers or more must be planned in such a way that on one engine an appropriate aerodrome maу be reached in minutes at the cruise speed, one engine inoperative.","30","60","120","90",2,,
OPS,"According to EASA AIR OPS, what is the lowest possible MDH for a VOR/DME non-precision approach?","200 ft","125 ft","250 ft","350 ft",3,,
OPS,"What is the reason for selecting a suitable take-off alternate aerodrome?","To ensure a safe landing can be made in case of emergencу after take-off when destination aerodrome can not be used due to performance or meteorological reasons.","A suitable take-off alternate aerodrome serves as a stopover for refuelling purposes on long distance flights.","Selection of a suitable take-off alternate aerodrome is always required if the planned flight time to destination is greater than 8 hours.","To ensure a safe landing can be made in case of emergency after take-off when departure aerodrome can not be used due to performance or meteorological reasons.",4,,
OPS,"Operator requirements for commercial transport operations refer to:","EASA definitions and Part-ARO","EASA Part-CAT and Part-NCC","EASA Part-NCC and Part-NCO","EASA Part-CAT and Part-ORO",4,,
OPS,""In accordance with the EASA AIR OPS and with the exception of amphibians and seaplanes, the carriage of a life jacket for each person on board is compulsory when the aeroplane is:  <br><br>1) cruising at sucha distance from the shore that it would not be able to return in the case of an engine failure. <br>2) is flying over water ata distance from the shore of more than 50 NM. <br>3) is using departure and arrival paths over water and when a ditching probability exists. <br>4) is flying over a stretch of water at more than 40 NM off shore. <br><br>The combination regrouping all the correct statements is:"",""1,2,3,4"",""1,2"",""2,3"",""3,4"",3,,
OPS,"Prior conducting an ETOPS flight, the operator shall ensure that:","an ETOPS en route alternate aerodrome is available, within either the operator's approved diversion time, or a diversion time based on the MEL generated serviceability status of the aeroplane, whichever is shorter.","an ETOPS en route alternate aerodrome is available, within the operator's approved diversion time.","an ETOPS en route alternate aerodrome is available, within the operator's approved diversion distance.","two ETOPS en route alternate aerodromes are available, within either the operator's approved diversion distance, or a diversion time based on the MEL generated serviceability status of the aeroplane, whichever is shorter.",1,,
OPS,"The recent experience conditions ofa captain assigned to a flight on an aircraft by an operator must not be less than:","3 take-offs and 3 landings as pilot at the flight controls on this type of aircraft during the last 6 months.","3 take-offs and 3 landings as pilot at the flight controls on this type of aircraft during the last 90 days.","6 take-offs and 6 landings as pilot at the flight controls on this type of aircraft during the last 90 days.","6 take-offs and 6 landings as pilot at the flight controls on this type of aircraft during the last 6 months.",2,,
OPS,"During an ILS procedure, if the reported RVR/ visibility is less than the applicable minima, the approach shall not be continued beyond:","the outer marker or equivalent, or 1 000 ft above the aerodrome/heliport if there is no outer marker or equivalent.","the middle marker, or 500 ft above the aerodrome/heliport if there is no middle marker.","the FAF, or 1 500 ft above the aerodrome/heliport if there is no FAF","the glide slope intersection.",1,,
OPS,"According to AIR OPS on an IFR flighta commander shall not commence take-off unless the expected weather conditions at the destination and/or required alternate aerodrome(s) are at or above:","the planning minima, at the estimated time of arrival.","the planning minima, during a period from 1 hour before to 1 hour after the estimated time of arrival at the aerodrome.","the aerodrome operating minima, during a period from 1 hour before to 1 hour after the estimated time of arrivalat the aerodrome.","the aerodrome operating minima, at the estimated time of arrival, and for a reasonable period before and after such a predicted time.",1,,
OPS,"According to EASA AIR OPS, the minimum number of hand fire-extinguishers to be located in the passenger compartment of an aircraft with a maximum approved passenger seating configuration of 31 is:","3","1","4","2",4,,
OPS,"In accordance with EASA AIR OPS, for a non-pressurized aircraft, all occupants of flight deck seats on flight deck duty shall be supplied with supplemental oxygen during:","the entire flight time at pressure altitudes above 10000 ft.","the entire flight time after 30 minutes at pressure altitudes greater than 10 000 ft but not exceeding 13000 ft.","the entire flight time at pressure altitudes above 13000 ft and for any period exceeding 30 minutes at pressure altitudes above 10000 ft but not exceeding 13 000 ft","the entire flight time at pressure altitudes above 13000 ft.",1,,
OPS,"According to EASA AIR OPS, for operations under IFR or at night the minimum flight crew is 2 pilots for.","all turbo-propeller aeroplanes and for all turbo-jet aeroplanes.","all turbo-propeller aeroplanes and for all turbo-jet aeroplanes with a maximum approved passenger seating configuration of more than 9.","all turbo-propeller aeroplanes with a maximum approved passenger seating configuration of more than 9 and for all turbo-jet aeroplanes.","all turbo-propeller aeroplanes with a maximum approved passenger seating configuration of more than 19 and for all turbo-jet aeroplanes.",3,,
OPS,"Aeroplanes with an MCTOM of more than or with an MOPSC of more than 19 shall be equipped with a crew member interphone system. What is the correct value of the mass?","5700 kg","10000 kg","15000 kg","27 000 kg",3,,
OPS,"An aeroplane which has a maximum certificated Take-off Mass over 5 700 kg, shall be equipped with a cockpit voice recorder capable of retaining information recorded during at least the last:","30 minutes or 1 hour of its operation, depending upon the date of the first issue of its individual Certificate of Airworthiness.","30 minutes or 2 hours of its operation, depending upon the date of the first issue of its individual Certificate of Airworthiness.","25 hours of its operation.","20 hours of its operation.",2,,
OPS,"During a VOR/DME approach you can see the approach lights shortly before reaching the MDH. Can you continue the approach?","Yes, but only if you can see the runway threshold lights when passing 100'.","No, you must have the runway threshold in sight.","Yes, you can continue the approach and land.","Yes, you can continue the approach.",4,,
OPS,"Information concerning evacuation procedures can be found in the:","Operational flight plan.","Flight manual.","Journey logbook.","Operations Manual.",4,,
OPS,"According to EASA AIR OPS, "pre-flight inspection" is the inspection carried out:","by the caterer to ensure that the aircraft is prepared with meals and beverages necessary for the flight.","by the fuel company to ensure that the aircraft is prepared for refuelling.","before flight to ensure that the aircraft is fit for the intended flight. It does not include defect rectification.","before flight to ensure that the aircraft is fit for the intended flight including defect rectification.",3,,
OPS,"According to EASA AIR OPS and assuming the following circumstances:<br><br>-a Category A aeroplane<br>-an aerodrome equipped with runway edge lighting and centreline lighting and multiple RVR information<br>-an acceptable alternate aerodrome is available<br><br>What is the minimum RVR value for take-off?","200 m","300 m","150 m","250 m",3,,
OPS,"Which of the following approach speed ranges (VAT) is applicable for Category B aircraft?","261 km/h to 307 km/h.","121 kts to 141 kts.","224 km/h to 261 km/h.","91 kts to 120 kts.",4,,
OPS,"In accordance with EASA AIR OPS, an aeroplane whose maximum Take-off Mass exceeds 5 700 kg or whose maximum approved passenger seating configuration is greater than 9 seats and less than 200 seats must be equipped with a:","crash axe on the flight deck and a crowbar in the passenger compartment.","crash axe or a crowbar on the flight deck.","crowbar on the flight deck and a crash axe in the passenger compartment.","crash axe and a crowbar in the passenger compartment.",2,,
OPS,"Fora pressurised aircraft, the first aid oxygen is designed to:","protect all the occupants against the effects of accidental depressurization.","protect the flight crew and cabin attendants against fumes and noxious gases.","provide undiluted oxygen for passengers who, for physiological reasons, might require oxygen following a cabin depressurization.","provide oxygen to 10% of passengers at a cabin altitude exceeding 13000 ft after 30 minutes.",3,,
